Category,Cleaned Caste,Voters,Percentage,ac_no,Rank,Zone,Seat Category,District,ac_no_name
SC,Valmiki,1104,0.5,119,27,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
SC,Other SC,1104,0.5,119,28,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
OBC,Muslim,15017,6.8,119,4,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
OBC,Muslim,8469,4.8,120,9,Mahakoshal,GEN,NARSINGHPUR,120.Tendukheda
OBC,Kirar,21349,12.1,120,1,Mahakoshal,GEN,NARSINGHPUR,120.Tendukheda
General,Brahmin,17997,10.2,120,2,Mahakoshal,GEN,NARSINGHPUR,120.Tendukheda
#N/A,,16938,9.6,120,3,Mahakoshal,GEN,NARSINGHPUR,120.Tendukheda
OBC,Lodha,15879,9,120,4,Mahakoshal,GEN,NARSINGHPUR,120.Tendukheda
ST,Gond,13762,7.8,120,5,Mahakoshal,GEN,NARSINGHPUR,120.Tendukheda
SC,Chamar,10586,6,120,6,Mahakoshal,GEN,NARSINGHPUR,120.Tendukheda
SC,Chamar,9528,5.4,120,7,Mahakoshal,GEN,NARSINGHPUR,120.Tendukheda
General,Rajput,8469,4.8,120,8,Mahakoshal,GEN,NARSINGHPUR,120.Tendukheda
General,Bania,6352,3.6,120,10,Mahakoshal,GEN,NARSINGHPUR,120.Tendukheda
OBC,Other OBC,5470,3.1,120,11,Mahakoshal,GEN,NARSINGHPUR,120.Tendukheda
OBC,Teli,5293,3,120,12,Mahakoshal,GEN,NARSINGHPUR,120.Tendukheda
OBC,Kalal,5293,3,120,13,Mahakoshal,GEN,NARSINGHPUR,120.Tendukheda
OBC,Gujjar,4235,2.4,120,14,Mahakoshal,GEN,NARSINGHPUR,120.Tendukheda
General,Rajput,4235,2.4,120,15,Mahakoshal,GEN,NARSINGHPUR,120.Tendukheda
OBC,Yadav,3176,1.8,120,16,Mahakoshal,GEN,NARSINGHPUR,120.Tendukheda
SC,Dhimar,3176,1.8,120,17,Mahakoshal,GEN,NARSINGHPUR,120.Tendukheda
OBC,Kushwah,3176,1.8,120,18,Mahakoshal,GEN,NARSINGHPUR,120.Tendukheda
ST,Other ST,3176,1.8,120,19,Mahakoshal,GEN,NARSINGHPUR,120.Tendukheda
SC,Valmiki,2117,1.2,120,20,Mahakoshal,GEN,NARSINGHPUR,120.Tendukheda
General,Other GEN,1588,0.9,120,21,Mahakoshal,GEN,NARSINGHPUR,120.Tendukheda
SC,Basor,1588,0.9,120,22,Mahakoshal,GEN,NARSINGHPUR,120.Tendukheda
SC,Other SC,1588,0.9,120,23,Mahakoshal,GEN,NARSINGHPUR,120.Tendukheda
SC,Other SC,1235,0.7,120,24,Mahakoshal,GEN,NARSINGHPUR,120.Tendukheda
OBC,Khati,1059,0.6,120,25,Mahakoshal,GEN,NARSINGHPUR,120.Tendukheda
#N/A,,27134,13.7,121,2,Mahakoshal,GEN,NARSINGHPUR,121.Gadarwara
General,Brahmin,27134,13.7,121,3,Mahakoshal,GEN,NARSINGHPUR,121.Gadarwara
SC,Chamar,16241,8.2,121,4,Mahakoshal,GEN,NARSINGHPUR,121.Gadarwara
ST,Gond,15250,7.7,121,5,Mahakoshal,GEN,NARSINGHPUR,121.Gadarwara
OBC,Kushwah,10893,5.5,121,6,Mahakoshal,GEN,NARSINGHPUR,121.Gadarwara
OBC,Lodha,10893,5.5,121,7,Mahakoshal,GEN,NARSINGHPUR,121.Gadarwara
General,Bania,8715,4.4,121,9,Mahakoshal,GEN,NARSINGHPUR,121.Gadarwara
OBC,Other OBC,7328,3.7,121,10,Mahakoshal,GEN,NARSINGHPUR,121.Gadarwara
OBC,Kurmi,6536,3.3,121,11,Mahakoshal,GEN,NARSINGHPUR,121.Gadarwara
General,Rajput,6536,3.3,121,12,Mahakoshal,GEN,NARSINGHPUR,121.Gadarwara
SC,Other SC,6536,3.3,121,13,Mahakoshal,GEN,NARSINGHPUR,121.Gadarwara
General,Bania,5348,2.7,121,14,Mahakoshal,GEN,NARSINGHPUR,121.Gadarwara
SC,Chamar,5348,2.7,121,15,Mahakoshal,GEN,NARSINGHPUR,121.Gadarwara
OBC,Kirar,4357,2.2,121,16,Mahakoshal,GEN,NARSINGHPUR,121.Gadarwara
SC,Dhimar,4357,2.2,121,17,Mahakoshal,GEN,NARSINGHPUR,121.Gadarwara
OBC,Gujjar,3169,1.6,121,18,Mahakoshal,GEN,NARSINGHPUR,121.Gadarwara
OBC,Teli,3169,1.6,121,19,Mahakoshal,GEN,NARSINGHPUR,121.Gadarwara
OBC,Kalal,3169,1.6,121,20,Mahakoshal,GEN,NARSINGHPUR,121.Gadarwara
General,Brahmin,3169,1.6,121,21,Mahakoshal,GEN,NARSINGHPUR,121.Gadarwara
ST,Other ST,3169,1.6,121,22,Mahakoshal,GEN,NARSINGHPUR,121.Gadarwara
OBC,Sonar,2179,1.1,121,23,Mahakoshal,GEN,NARSINGHPUR,121.Gadarwara
OBC,Yadav,2179,1.1,121,24,Mahakoshal,GEN,NARSINGHPUR,121.Gadarwara
General,Rajput,2179,1.1,121,25,Mahakoshal,GEN,NARSINGHPUR,121.Gadarwara
General,Other GEN,2179,1.1,121,26,Mahakoshal,GEN,NARSINGHPUR,121.Gadarwara
OBC,Muslim,10893,5.5,121,8,Mahakoshal,GEN,NARSINGHPUR,121.Gadarwara
ST,Gond,77760,36.7,122,1,Mahakoshal,ST,CHHINDWARA,122.Junnardeo
ST,Gond,16315,7.7,122,2,Mahakoshal,ST,CHHINDWARA,122.Junnardeo
#N/A,Mawasi,12289,5.8,122,3,Mahakoshal,ST,CHHINDWARA,122.Junnardeo
OBC,Kalal,11230,5.3,122,4,Mahakoshal,ST,CHHINDWARA,122.Junnardeo
SC,Chamar,10170,4.8,122,6,Mahakoshal,ST,CHHINDWARA,122.Junnardeo
#N/A,Gawali,9111,4.3,122,7,Mahakoshal,ST,CHHINDWARA,122.Junnardeo
OBC,Teli,7204,3.4,122,8,Mahakoshal,ST,CHHINDWARA,122.Junnardeo
General,Bania,7204,3.4,122,9,Mahakoshal,ST,CHHINDWARA,122.Junnardeo
OBC,Yadav,5085,2.4,122,10,Mahakoshal,ST,CHHINDWARA,122.Junnardeo
OBC,Khati,5085,2.4,122,11,Mahakoshal,ST,CHHINDWARA,122.Junnardeo
OBC,Kurmi,4026,1.9,122,12,Mahakoshal,ST,CHHINDWARA,122.Junnardeo
OBC,Yadav,4026,1.9,122,13,Mahakoshal,ST,CHHINDWARA,122.Junnardeo
#N/A,,4026,1.9,122,14,Mahakoshal,ST,CHHINDWARA,122.Junnardeo
OBC,Other OBC,4026,1.9,122,15,Mahakoshal,ST,CHHINDWARA,122.Junnardeo
SC,Chamar,4026,1.9,122,16,Mahakoshal,ST,CHHINDWARA,122.Junnardeo
General,Brahmin,3602,1.7,122,17,Mahakoshal,ST,CHHINDWARA,122.Junnardeo
#N/A,,2966,1.4,122,18,Mahakoshal,ST,CHHINDWARA,122.Junnardeo
General,Rajput,2543,1.2,122,19,Mahakoshal,ST,CHHINDWARA,122.Junnardeo
OBC,Badhai,2119,1,122,20,Mahakoshal,ST,CHHINDWARA,122.Junnardeo
SC,Valmiki,2119,1,122,21,Mahakoshal,ST,CHHINDWARA,122.Junnardeo
OBC,Lodha,1907,0.9,122,22,Mahakoshal,ST,CHHINDWARA,122.Junnardeo
SC,Other SC,1695,0.8,122,23,Mahakoshal,ST,CHHINDWARA,122.Junnardeo
General,Other GEN,1483,0.7,122,24,Mahakoshal,ST,CHHINDWARA,122.Junnardeo
OBC,Muslim,11230,5.3,122,5,Mahakoshal,ST,CHHINDWARA,122.Junnardeo
OBC,Muslim,6473,2.7,123,8,Mahakoshal,ST,CHHINDWARA,123.Amarwara
ST,Gond,105487,44,123,1,Mahakoshal,ST,CHHINDWARA,123.Amarwara
ST,Gond,30208,12.6,123,2,Mahakoshal,ST,CHHINDWARA,123.Amarwara
OBC,Lodha,15104,6.3,123,3,Mahakoshal,ST,CHHINDWARA,123.Amarwara
OBC,Kalal,9590,4,123,4,Mahakoshal,ST,CHHINDWARA,123.Amarwara
General,Bania,8631,3.6,123,5,Mahakoshal,ST,CHHINDWARA,123.Amarwara
OBC,Teli,7432,3.1,123,6,Mahakoshal,ST,CHHINDWARA,123.Amarwara
SC,Chamar,7432,3.1,123,7,Mahakoshal,ST,CHHINDWARA,123.Amarwara
#N/A,Gawali,5274,2.2,123,9,Mahakoshal,ST,CHHINDWARA,123.Amarwara
OBC,Khati,5274,2.2,123,10,Mahakoshal,ST,CHHINDWARA,123.Amarwara
OBC,Other OBC,4795,2,123,11,Mahakoshal,ST,CHHINDWARA,123.Amarwara
OBC,Yadav,4315,1.8,123,12,Mahakoshal,ST,CHHINDWARA,123.Amarwara
General,Brahmin,4315,1.8,123,13,Mahakoshal,ST,CHHINDWARA,123.Amarwara
General,Rajput,4315,1.8,123,14,Mahakoshal,ST,CHHINDWARA,123.Amarwara
SC,Chamar,4315,1.8,123,15,Mahakoshal,ST,CHHINDWARA,123.Amarwara
#N/A,Mahra,4315,1.8,123,16,Mahakoshal,ST,CHHINDWARA,123.Amarwara
OBC,Kurmi,3117,1.3,123,17,Mahakoshal,ST,CHHINDWARA,123.Amarwara
SC,Kahar,3117,1.3,123,18,Mahakoshal,ST,CHHINDWARA,123.Amarwara
OBC,Badhai,2158,0.9,123,19,Mahakoshal,ST,CHHINDWARA,123.Amarwara
SC,Other SC,2158,0.9,123,20,Mahakoshal,ST,CHHINDWARA,123.Amarwara
General,Other GEN,1678,0.7,123,21,Mahakoshal,ST,CHHINDWARA,123.Amarwara
OBC,Muslim,9657,4.7,124,5,Mahakoshal,GEN,CHHINDWARA,124.Churai
ST,Gond,38835,18.9,124,1,Mahakoshal,GEN,CHHINDWARA,124.Churai
General,Rajput,20548,10,124,2,Mahakoshal,GEN,CHHINDWARA,124.Churai
OBC,Lodha,18287,8.9,124,3,Mahakoshal,GEN,CHHINDWARA,124.Churai
#N/A,Mawasi,17260,8.4,124,4,Mahakoshal,GEN,CHHINDWARA,124.Churai
OBC,Teli,8630,4.2,124,6,Mahakoshal,GEN,CHHINDWARA,124.Churai
General,Brahmin,8630,4.2,124,7,Mahakoshal,GEN,CHHINDWARA,124.Churai
OBC,Kirar,7603,3.7,124,8,Mahakoshal,GEN,CHHINDWARA,124.Churai
SC,Chamar,7603,3.7,124,9,Mahakoshal,GEN,CHHINDWARA,124.Churai
ST,Other ST,6370,3.1,124,10,Mahakoshal,GEN,CHHINDWARA,124.Churai
OBC,Other OBC,5548,2.7,124,11,Mahakoshal,GEN,CHHINDWARA,124.Churai
SC,Chamar,5342,2.6,124,12,Mahakoshal,GEN,CHHINDWARA,124.Churai
#N/A,Gawali,5342,2.6,124,13,Mahakoshal,GEN,CHHINDWARA,124.Churai
General,Bania,5342,2.6,124,14,Mahakoshal,GEN,CHHINDWARA,124.Churai
OBC,Khati,5342,2.6,124,15,Mahakoshal,GEN,CHHINDWARA,124.Churai
SC,Other SC,4315,2.1,124,16,Mahakoshal,GEN,CHHINDWARA,124.Churai
OBC,Yadav,3699,1.8,124,17,Mahakoshal,GEN,CHHINDWARA,124.Churai
OBC,Kalal,3699,1.8,124,18,Mahakoshal,GEN,CHHINDWARA,124.Churai
#N/A,,3699,1.8,124,19,Mahakoshal,GEN,CHHINDWARA,124.Churai
OBC,Sondhia,3288,1.6,124,20,Mahakoshal,GEN,CHHINDWARA,124.Churai
General,Rajput,3288,1.6,124,21,Mahakoshal,GEN,CHHINDWARA,124.Churai
OBC,Mali,2671,1.3,124,22,Mahakoshal,GEN,CHHINDWARA,124.Churai
#N/A,Gadariya,2671,1.3,124,23,Mahakoshal,GEN,CHHINDWARA,124.Churai
OBC,Banjara,2055,1,124,24,Mahakoshal,GEN,CHHINDWARA,124.Churai
General,Goswami,2055,1,124,25,Mahakoshal,GEN,CHHINDWARA,124.Churai
OBC,Badhai,1644,0.8,124,26,Mahakoshal,GEN,CHHINDWARA,124.Churai
General,Other GEN,1644,0.8,124,27,Mahakoshal,GEN,CHHINDWARA,124.Churai
OBC,Muslim,6434,3.2,125,12,Mahakoshal,GEN,CHHINDWARA,125.Sausar
OBC,Kunbi,45037,22.4,125,1,Mahakoshal,GEN,CHHINDWARA,125.Sausar
SC,Other SC,24730,12.3,125,2,Mahakoshal,GEN,CHHINDWARA,125.Sausar
#N/A,,23524,11.7,125,3,Mahakoshal,GEN,CHHINDWARA,125.Sausar
ST,Gond,23524,11.7,125,4,Mahakoshal,GEN,CHHINDWARA,125.Sausar
SC,Chamar,10656,5.3,125,5,Mahakoshal,GEN,CHHINDWARA,125.Sausar
OBC,Teli,8645,4.3,125,6,Mahakoshal,GEN,CHHINDWARA,125.Sausar
#N/A,Mawasi,8645,4.3,125,7,Mahakoshal,GEN,CHHINDWARA,125.Sausar
#N/A,Gawali,7439,3.7,125,8,Mahakoshal,GEN,CHHINDWARA,125.Sausar
OBC,Kalal,6434,3.2,125,9,Mahakoshal,GEN,CHHINDWARA,125.Sausar
General,Bania,6434,3.2,125,10,Mahakoshal,GEN,CHHINDWARA,125.Sausar
OBC,Khati,6434,3.2,125,11,Mahakoshal,GEN,CHHINDWARA,125.Sausar
OBC,Mali,5429,2.7,125,13,Mahakoshal,GEN,CHHINDWARA,125.Sausar
OBC,Darzi,5429,2.7,125,14,Mahakoshal,GEN,CHHINDWARA,125.Sausar
OBC,Kirar,4222,2.1,125,15,Mahakoshal,GEN,CHHINDWARA,125.Sausar
General,Brahmin,4222,2.1,125,16,Mahakoshal,GEN,CHHINDWARA,125.Sausar
SC,Chamar,4222,2.1,125,17,Mahakoshal,GEN,CHHINDWARA,125.Sausar
OBC,Other OBC,3820,1.9,125,18,Mahakoshal,GEN,CHHINDWARA,125.Sausar
OBC,Gujjar,3217,1.6,125,19,Mahakoshal,GEN,CHHINDWARA,125.Sausar
OBC,Yadav,3217,1.6,125,20,Mahakoshal,GEN,CHHINDWARA,125.Sausar
General,Rajput,3217,1.6,125,21,Mahakoshal,GEN,CHHINDWARA,125.Sausar
SC,Other SC,3217,1.6,125,22,Mahakoshal,GEN,CHHINDWARA,125.Sausar
SC,Dhimar,2212,1.1,125,23,Mahakoshal,GEN,CHHINDWARA,125.Sausar
General,Other GEN,2212,1.1,125,24,Mahakoshal,GEN,CHHINDWARA,125.Sausar
OBC,Lohar,1005,0.5,125,25,Mahakoshal,GEN,CHHINDWARA,125.Sausar
OBC,Badhai,1005,0.5,125,26,Mahakoshal,GEN,CHHINDWARA,125.Sausar
OBC,Darzi,1005,0.5,125,27,Mahakoshal,GEN,CHHINDWARA,125.Sausar
ST,Gond,32833,12.1,126,2,Mahakoshal,GEN,CHHINDWARA,126.Chhindwara
General,Rajput,30662,11.3,126,3,Mahakoshal,GEN,CHHINDWARA,126.Chhindwara
OBC,Kunbi,19808,7.3,126,4,Mahakoshal,GEN,CHHINDWARA,126.Chhindwara
General,Bania,18723,6.9,126,5,Mahakoshal,GEN,CHHINDWARA,126.Chhindwara
#N/A,,17638,6.5,126,6,Mahakoshal,GEN,CHHINDWARA,126.Chhindwara
General,Brahmin,13025,4.8,126,7,Mahakoshal,GEN,CHHINDWARA,126.Chhindwara
OBC,Lodha,9768,3.6,126,8,Mahakoshal,GEN,CHHINDWARA,126.Chhindwara
OBC,Kalal,9768,3.6,126,9,Mahakoshal,GEN,CHHINDWARA,126.Chhindwara
OBC,Teli,8683,3.2,126,10,Mahakoshal,GEN,CHHINDWARA,126.Chhindwara
SC,Chamar,8683,3.2,126,11,Mahakoshal,GEN,CHHINDWARA,126.Chhindwara
SC,Chamar,7598,2.8,126,12,Mahakoshal,GEN,CHHINDWARA,126.Chhindwara
OBC,Other OBC,7055,2.6,126,13,Mahakoshal,GEN,CHHINDWARA,126.Chhindwara
#N/A,Gawali,6512,2.4,126,14,Mahakoshal,GEN,CHHINDWARA,126.Chhindwara
#N/A,,6512,2.4,126,15,Mahakoshal,GEN,CHHINDWARA,126.Chhindwara
General,Other GEN,5427,2,126,16,Mahakoshal,GEN,CHHINDWARA,126.Chhindwara
OBC,Khati,5427,2,126,17,Mahakoshal,GEN,CHHINDWARA,126.Chhindwara
OBC,Kirar,4342,1.6,126,18,Mahakoshal,GEN,CHHINDWARA,126.Chhindwara
OBC,Yadav,4342,1.6,126,19,Mahakoshal,GEN,CHHINDWARA,126.Chhindwara
SC,Valmiki,4342,1.6,126,20,Mahakoshal,GEN,CHHINDWARA,126.Chhindwara
SC,Other SC,4342,1.6,126,21,Mahakoshal,GEN,CHHINDWARA,126.Chhindwara
OBC,Kurmi,3799,1.4,126,22,Mahakoshal,GEN,CHHINDWARA,126.Chhindwara
SC,Kumhar,2171,0.8,126,23,Mahakoshal,GEN,CHHINDWARA,126.Chhindwara
OBC,Nai,1628,0.6,126,24,Mahakoshal,GEN,CHHINDWARA,126.Chhindwara
OBC,Sondhia,1628,0.6,126,25,Mahakoshal,GEN,CHHINDWARA,126.Chhindwara
OBC,Muslim,35546,13.1,126,1,Mahakoshal,GEN,CHHINDWARA,126.Chhindwara
ST,Gond,42079,20.1,127,1,Mahakoshal,SC,CHHINDWARA,127.Parasiya
General,Bania,10468,5,127,3,Mahakoshal,SC,CHHINDWARA,127.Parasiya
OBC,Kalal,9421,4.5,127,4,Mahakoshal,SC,CHHINDWARA,127.Parasiya
#N/A,Mahra,9421,4.5,127,5,Mahakoshal,SC,CHHINDWARA,127.Parasiya
OBC,Kurmi,8374,4,127,6,Mahakoshal,SC,CHHINDWARA,127.Parasiya
SC,Chamar,8374,4,127,7,Mahakoshal,SC,CHHINDWARA,127.Parasiya
OBC,Teli,7327,3.5,127,8,Mahakoshal,SC,CHHINDWARA,127.Parasiya
#N/A,Gawali,7327,3.5,127,9,Mahakoshal,SC,CHHINDWARA,127.Parasiya
OBC,Other OBC,6909,3.3,127,10,Mahakoshal,SC,CHHINDWARA,127.Parasiya
ST,Other ST,6909,3.3,127,11,Mahakoshal,SC,CHHINDWARA,127.Parasiya
#N/A,,6281,3,127,12,Mahakoshal,SC,CHHINDWARA,127.Parasiya
General,Brahmin,6281,3,127,13,Mahakoshal,SC,CHHINDWARA,127.Parasiya
OBC,Khati,5862,2.8,127,14,Mahakoshal,SC,CHHINDWARA,127.Parasiya
SC,Chamar,5234,2.5,127,15,Mahakoshal,SC,CHHINDWARA,127.Parasiya
General,Rajput,4187,2,127,16,Mahakoshal,SC,CHHINDWARA,127.Parasiya
#N/A,Other MIX,4187,2,127,17,Mahakoshal,SC,CHHINDWARA,127.Parasiya
OBC,Banjara,3768,1.8,127,18,Mahakoshal,SC,CHHINDWARA,127.Parasiya
OBC,Kunbi,3768,1.8,127,19,Mahakoshal,SC,CHHINDWARA,127.Parasiya
OBC,Yadav,3768,1.8,127,20,Mahakoshal,SC,CHHINDWARA,127.Parasiya
OBC,Kushwah,3140,1.5,127,21,Mahakoshal,SC,CHHINDWARA,127.Parasiya
SC,Valmiki,3140,1.5,127,22,Mahakoshal,SC,CHHINDWARA,127.Parasiya
OBC,Badhai,2094,1,127,23,Mahakoshal,SC,CHHINDWARA,127.Parasiya
SC,Dhimar,2094,1,127,24,Mahakoshal,SC,CHHINDWARA,127.Parasiya
#N/A,,2094,1,127,25,Mahakoshal,SC,CHHINDWARA,127.Parasiya
SC,Other SC,2094,1,127,26,Mahakoshal,SC,CHHINDWARA,127.Parasiya
General,Other GEN,2094,1,127,27,Mahakoshal,SC,CHHINDWARA,127.Parasiya
SC,Valmiki,1675,0.8,127,28,Mahakoshal,SC,CHHINDWARA,127.Parasiya
OBC,Muslim,29518,14.1,127,2,Mahakoshal,SC,CHHINDWARA,127.Parasiya
OBC,Muslim,7577,3.7,128,9,Mahakoshal,ST,CHHINDWARA,128.Pandhurna
ST,Gond,62252,30.4,128,1,Mahakoshal,ST,CHHINDWARA,128.Pandhurna
#N/A,,31126,15.2,128,2,Mahakoshal,ST,CHHINDWARA,128.Pandhurna
OBC,Kunbi,25802,12.6,128,3,Mahakoshal,ST,CHHINDWARA,128.Pandhurna
OBC,Other OBC,10648,5.2,128,4,Mahakoshal,ST,CHHINDWARA,128.Pandhurna
OBC,Teli,8601,4.2,128,5,Mahakoshal,ST,CHHINDWARA,128.Pandhurna
#N/A,Gawali,7577,3.7,128,6,Mahakoshal,ST,CHHINDWARA,128.Pandhurna
General,Bania,7577,3.7,128,7,Mahakoshal,ST,CHHINDWARA,128.Pandhurna
SC,Chamar,7577,3.7,128,8,Mahakoshal,ST,CHHINDWARA,128.Pandhurna
OBC,Kalal,6348,3.1,128,10,Mahakoshal,ST,CHHINDWARA,128.Pandhurna
OBC,Other OBC,5324,2.6,128,11,Mahakoshal,ST,CHHINDWARA,128.Pandhurna
General,Brahmin,3276,1.6,128,12,Mahakoshal,ST,CHHINDWARA,128.Pandhurna
SC,Chamar,3276,1.6,128,13,Mahakoshal,ST,CHHINDWARA,128.Pandhurna
SC,Chamar,3276,1.6,128,14,Mahakoshal,ST,CHHINDWARA,128.Pandhurna
General,Rajput,2662,1.3,128,15,Mahakoshal,ST,CHHINDWARA,128.Pandhurna
OBC,Mali,2048,1,128,16,Mahakoshal,ST,CHHINDWARA,128.Pandhurna
#N/A,,2048,1,128,17,Mahakoshal,ST,CHHINDWARA,128.Pandhurna
OBC,Kushwah,1638,0.8,128,18,Mahakoshal,ST,CHHINDWARA,128.Pandhurna
OBC,Kurmi,1638,0.8,128,19,Mahakoshal,ST,CHHINDWARA,128.Pandhurna
OBC,Khati,1638,0.8,128,20,Mahakoshal,ST,CHHINDWARA,128.Pandhurna
General,Other GEN,1024,0.5,128,21,Mahakoshal,ST,CHHINDWARA,128.Pandhurna
SC,Valmiki,1024,0.5,128,22,Mahakoshal,ST,CHHINDWARA,128.Pandhurna
SC,Other SC,1024,0.5,128,23,Mahakoshal,ST,CHHINDWARA,128.Pandhurna
OBC,Kunbi,49131,22.1,129,1,Narmadapuram,GEN,BETUL,129.Multai
ST,Gond,32680,14.7,129,2,Narmadapuram,GEN,BETUL,129.Multai
#N/A,,30457,13.7,129,3,Narmadapuram,GEN,BETUL,129.Multai
OBC,Kirar,15340,6.9,129,5,Narmadapuram,GEN,BETUL,129.Multai
SC,Chamar,10893,4.9,129,6,Narmadapuram,GEN,BETUL,129.Multai
OBC,Teli,9782,4.4,129,7,Narmadapuram,GEN,BETUL,129.Multai
OBC,Kalal,9782,4.4,129,8,Narmadapuram,GEN,BETUL,129.Multai
OBC,Other OBC,7559,3.4,129,9,Narmadapuram,GEN,BETUL,129.Multai
General,Bania,6447,2.9,129,10,Narmadapuram,GEN,BETUL,129.Multai
SC,Chamar,6225,2.8,129,11,Narmadapuram,GEN,BETUL,129.Multai
General,Brahmin,5558,2.5,129,12,Narmadapuram,GEN,BETUL,129.Multai
ST,Other ST,3335,1.5,129,13,Narmadapuram,GEN,BETUL,129.Multai
General,Rajput,3335,1.5,129,14,Narmadapuram,GEN,BETUL,129.Multai
General,Rajput,3335,1.5,129,15,Narmadapuram,GEN,BETUL,129.Multai
OBC,Yadav,3112,1.4,129,16,Narmadapuram,GEN,BETUL,129.Multai
SC,Other SC,2668,1.2,129,17,Narmadapuram,GEN,BETUL,129.Multai
OBC,Khati,2223,1,129,18,Narmadapuram,GEN,BETUL,129.Multai
General,Other GEN,2223,1,129,19,Narmadapuram,GEN,BETUL,129.Multai
SC,Valmiki,2001,0.9,129,20,Narmadapuram,GEN,BETUL,129.Multai
OBC,Muslim,16229,7.3,129,4,Narmadapuram,GEN,BETUL,129.Multai
OBC,Muslim,8036,3.8,130,10,Narmadapuram,SC,BETUL,130.Amla
SC,Chamar,30242,14.3,130,1,Narmadapuram,SC,BETUL,130.Amla
OBC,Kunbi,28127,13.3,130,2,Narmadapuram,SC,BETUL,130.Amla
ST,Gond,28127,13.3,130,3,Narmadapuram,SC,BETUL,130.Amla
#N/A,,17130,8.1,130,4,Narmadapuram,SC,BETUL,130.Amla
#N/A,Other MIX,12266,5.8,130,5,Narmadapuram,SC,BETUL,130.Amla
ST,Korku,12054,5.7,130,6,Narmadapuram,SC,BETUL,130.Amla
OBC,Kirar,8036,3.8,130,7,Narmadapuram,SC,BETUL,130.Amla
General,Brahmin,8036,3.8,130,8,Narmadapuram,SC,BETUL,130.Amla
General,Bania,8036,3.8,130,9,Narmadapuram,SC,BETUL,130.Amla
OBC,Other OBC,6133,2.9,130,11,Narmadapuram,SC,BETUL,130.Amla
SC,Chamar,6133,2.9,130,12,Narmadapuram,SC,BETUL,130.Amla
OBC,Teli,5076,2.4,130,13,Narmadapuram,SC,BETUL,130.Amla
OBC,Kalal,5076,2.4,130,14,Narmadapuram,SC,BETUL,130.Amla
ST,Other ST,5076,2.4,130,15,Narmadapuram,SC,BETUL,130.Amla
General,Rajput,5076,2.4,130,16,Narmadapuram,SC,BETUL,130.Amla
General,Other GEN,5076,2.4,130,17,Narmadapuram,SC,BETUL,130.Amla
OBC,Yadav,2961,1.4,130,18,Narmadapuram,SC,BETUL,130.Amla
SC,Other SC,2961,1.4,130,19,Narmadapuram,SC,BETUL,130.Amla
OBC,Mali,2115,1,130,20,Narmadapuram,SC,BETUL,130.Amla
OBC,Khati,2115,1,130,21,Narmadapuram,SC,BETUL,130.Amla
SC,Valmiki,1480,0.7,130,22,Narmadapuram,SC,BETUL,130.Amla
SC,Valmiki,1480,0.7,130,23,Narmadapuram,SC,BETUL,130.Amla
OBC,Sonar,1057,0.5,130,24,Narmadapuram,SC,BETUL,130.Amla
SC,Dhimar,1057,0.5,130,25,Narmadapuram,SC,BETUL,130.Amla
OBC,Mali,1057,0.5,130,26,Narmadapuram,SC,BETUL,130.Amla
OBC,Kunbi,38999,15.9,131,1,Narmadapuram,GEN,BETUL,131.Betul
ST,Gond,30169,12.3,131,2,Narmadapuram,GEN,BETUL,131.Betul
OBC,Teli,19377,7.9,131,3,Narmadapuram,GEN,BETUL,131.Betul
General,Bania,19377,7.9,131,4,Narmadapuram,GEN,BETUL,131.Betul
SC,Other SC,18396,7.5,131,6,Narmadapuram,GEN,BETUL,131.Betul
ST,Korku,17169,7,131,7,Narmadapuram,GEN,BETUL,131.Betul
#N/A,,16188,6.6,131,8,Narmadapuram,GEN,BETUL,131.Betul
OBC,Kalal,10792,4.4,131,9,Narmadapuram,GEN,BETUL,131.Betul
OBC,Other OBC,8585,3.5,131,10,Narmadapuram,GEN,BETUL,131.Betul
General,Brahmin,8585,3.5,131,11,Narmadapuram,GEN,BETUL,131.Betul
SC,Chamar,8585,3.5,131,12,Narmadapuram,GEN,BETUL,131.Betul
General,Other GEN,5396,2.2,131,13,Narmadapuram,GEN,BETUL,131.Betul
OBC,Mali,4415,1.8,131,14,Narmadapuram,GEN,BETUL,131.Betul
OBC,Kirar,4415,1.8,131,15,Narmadapuram,GEN,BETUL,131.Betul
OBC,Yadav,4415,1.8,131,16,Narmadapuram,GEN,BETUL,131.Betul
ST,Other ST,4415,1.8,131,17,Narmadapuram,GEN,BETUL,131.Betul
General,Rajput,4415,1.8,131,18,Narmadapuram,GEN,BETUL,131.Betul
SC,Chamar,3679,1.5,131,19,Narmadapuram,GEN,BETUL,131.Betul
#N/A,,3189,1.3,131,20,Narmadapuram,GEN,BETUL,131.Betul
#N/A,Other,3189,1.3,131,21,Narmadapuram,GEN,BETUL,131.Betul
SC,Other SC,3189,1.3,131,22,Narmadapuram,GEN,BETUL,131.Betul
SC,Valmiki,2698,1.1,131,23,Narmadapuram,GEN,BETUL,131.Betul
OBC,Sonar,2207,0.9,131,24,Narmadapuram,GEN,BETUL,131.Betul
SC,Kumhar,2207,0.9,131,25,Narmadapuram,GEN,BETUL,131.Betul
OBC,Muslim,19377,7.9,131,5,Narmadapuram,GEN,BETUL,131.Betul
