Category,Cleaned Caste,Voters,Percentage,ac_no,Rank,Zone,Seat Category,District,ac_no_name
OBC,Muslim,5375,2.5,53,13,Bundelkhand,GEN,CHHATARPUR,53.Malhara
OBC,Lodha,36766,17.1,53,1,Bundelkhand,GEN,CHHATARPUR,53.Malhara
SC,Chamar,30316,14.1,53,2,Bundelkhand,GEN,CHHATARPUR,53.Malhara
OBC,Yadav,28166,13.1,53,3,Bundelkhand,GEN,CHHATARPUR,53.Malhara
General,Brahmin,17200,8,53,4,Bundelkhand,GEN,CHHATARPUR,53.Malhara
General,Bania,13975,6.5,53,5,Bundelkhand,GEN,CHHATARPUR,53.Malhara
#N/A,,9675,4.5,53,6,Bundelkhand,GEN,CHHATARPUR,53.Malhara
OBC,Kushwah,8600,4,53,7,Bundelkhand,GEN,CHHATARPUR,53.Malhara
OBC,Yadav,7525,3.5,53,8,Bundelkhand,GEN,CHHATARPUR,53.Malhara
SC,Dhimar,5375,2.5,53,9,Bundelkhand,GEN,CHHATARPUR,53.Malhara
SC,Kumhar,5375,2.5,53,10,Bundelkhand,GEN,CHHATARPUR,53.Malhara
SC,Koli,5375,2.5,53,11,Bundelkhand,GEN,CHHATARPUR,53.Malhara
ST,Gond,5375,2.5,53,12,Bundelkhand,GEN,CHHATARPUR,53.Malhara
#N/A,Oher OBC,4300,2,53,14,Bundelkhand,GEN,CHHATARPUR,53.Malhara
SC,Basor,4300,2,53,15,Bundelkhand,GEN,CHHATARPUR,53.Malhara
SC,Other SC,4300,2,53,16,Bundelkhand,GEN,CHHATARPUR,53.Malhara
General,Rajput,4300,2,53,17,Bundelkhand,GEN,CHHATARPUR,53.Malhara
OBC,Other OBC,3225,1.5,53,18,Bundelkhand,GEN,CHHATARPUR,53.Malhara
OBC,Gadaria,2795,1.3,53,19,Bundelkhand,GEN,CHHATARPUR,53.Malhara
OBC,Kalal,2150,1,53,20,Bundelkhand,GEN,CHHATARPUR,53.Malhara
OBC,Nai,1720,0.8,53,21,Bundelkhand,GEN,CHHATARPUR,53.Malhara
OBC,Lohar,1720,0.8,53,22,Bundelkhand,GEN,CHHATARPUR,53.Malhara
OBC,Teli,1720,0.8,53,23,Bundelkhand,GEN,CHHATARPUR,53.Malhara
OBC,Sonar,1075,0.5,53,24,Bundelkhand,GEN,CHHATARPUR,53.Malhara
SC,Dhobi,1075,0.5,53,25,Bundelkhand,GEN,CHHATARPUR,53.Malhara
OBC,Kurmi,1075,0.5,53,26,Bundelkhand,GEN,CHHATARPUR,53.Malhara
OBC,Khati,1075,0.5,53,27,Bundelkhand,GEN,CHHATARPUR,53.Malhara
General,Other GEN,1075,0.5,53,28,Bundelkhand,GEN,CHHATARPUR,53.Malhara
OBC,Muslim,7508,3.3,54,10,Bundelkhand,GEN,DAMOH,54.Pathariya
OBC,Kurmi,32308,14.2,54,1,Bundelkhand,GEN,DAMOH,54.Pathariya
OBC,Lodha,30261,13.3,54,2,Bundelkhand,GEN,DAMOH,54.Pathariya
SC,Chamar,27985,12.3,54,3,Bundelkhand,GEN,DAMOH,54.Pathariya
OBC,Kushwah,18429,8.1,54,4,Bundelkhand,GEN,DAMOH,54.Pathariya
General,Rajput,12969,5.7,54,5,Bundelkhand,GEN,DAMOH,54.Pathariya
ST,Gond,12969,5.7,54,6,Bundelkhand,GEN,DAMOH,54.Pathariya
General,Brahmin,10694,4.7,54,7,Bundelkhand,GEN,DAMOH,54.Pathariya
General,Bania,7508,3.3,54,8,Bundelkhand,GEN,DAMOH,54.Pathariya
OBC,Khati,7508,3.3,54,9,Bundelkhand,GEN,DAMOH,54.Pathariya
OBC,Teli,6371,2.8,54,11,Bundelkhand,GEN,DAMOH,54.Pathariya
SC,Dhimar,6371,2.8,54,12,Bundelkhand,GEN,DAMOH,54.Pathariya
SC,Kumhar,6371,2.8,54,13,Bundelkhand,GEN,DAMOH,54.Pathariya
OBC,Yadav,5461,2.4,54,14,Bundelkhand,GEN,DAMOH,54.Pathariya
OBC,Other OBC,5233,2.3,54,15,Bundelkhand,GEN,DAMOH,54.Pathariya
ST,Other ST,4550,2,54,16,Bundelkhand,GEN,DAMOH,54.Pathariya
OBC,Dangi,4323,1.9,54,17,Bundelkhand,GEN,DAMOH,54.Pathariya
SC,Other SC,3185,1.4,54,18,Bundelkhand,GEN,DAMOH,54.Pathariya
SC,Dhobi,2048,0.9,54,19,Bundelkhand,GEN,DAMOH,54.Pathariya
#N/A,Chaurasiya,2048,0.9,54,20,Bundelkhand,GEN,DAMOH,54.Pathariya
SC,Koli,2048,0.9,54,21,Bundelkhand,GEN,DAMOH,54.Pathariya
OBC,Nai,1593,0.7,54,22,Bundelkhand,GEN,DAMOH,54.Pathariya
OBC,Sonar,1593,0.7,54,23,Bundelkhand,GEN,DAMOH,54.Pathariya
General,Other GEN,1593,0.7,54,24,Bundelkhand,GEN,DAMOH,54.Pathariya
SC,Valmiki,1593,0.7,54,25,Bundelkhand,GEN,DAMOH,54.Pathariya
SC,Valmiki,1593,0.7,54,26,Bundelkhand,GEN,DAMOH,54.Pathariya
SC,Other SC,1593,0.7,54,27,Bundelkhand,GEN,DAMOH,54.Pathariya
OBC,Khati,1138,0.5,54,28,Bundelkhand,GEN,DAMOH,54.Pathariya
OBC,Lodha,33072,13.8,55,1,Bundelkhand,GEN,DAMOH,55.Damoh
General,Bania,26841,11.2,55,2,Bundelkhand,GEN,DAMOH,55.Damoh
SC,Chamar,26841,11.2,55,3,Bundelkhand,GEN,DAMOH,55.Damoh
General,Brahmin,20610,8.6,55,5,Bundelkhand,GEN,DAMOH,55.Damoh
ST,Gond,15578,6.5,55,6,Bundelkhand,GEN,DAMOH,55.Damoh
OBC,Kurmi,12462,5.2,55,7,Bundelkhand,GEN,DAMOH,55.Damoh
SC,Dhimar,7190,3,55,8,Bundelkhand,GEN,DAMOH,55.Damoh
OBC,Other OBC,6710,2.8,55,9,Bundelkhand,GEN,DAMOH,55.Damoh
OBC,Kushwah,5272,2.2,55,10,Bundelkhand,GEN,DAMOH,55.Damoh
OBC,Yadav,5272,2.2,55,11,Bundelkhand,GEN,DAMOH,55.Damoh
OBC,Sonar,4074,1.7,55,12,Bundelkhand,GEN,DAMOH,55.Damoh
OBC,Badhai,4074,1.7,55,13,Bundelkhand,GEN,DAMOH,55.Damoh
General,Rajput,4074,1.7,55,14,Bundelkhand,GEN,DAMOH,55.Damoh
SC,Other SC,4074,1.7,55,15,Bundelkhand,GEN,DAMOH,55.Damoh
SC,Valmiki,4074,1.7,55,16,Bundelkhand,GEN,DAMOH,55.Damoh
SC,Koli,4074,1.7,55,17,Bundelkhand,GEN,DAMOH,55.Damoh
SC,Other SC,4074,1.7,55,18,Bundelkhand,GEN,DAMOH,55.Damoh
OBC,Kalal,3116,1.3,55,19,Bundelkhand,GEN,DAMOH,55.Damoh
OBC,Teli,3116,1.3,55,20,Bundelkhand,GEN,DAMOH,55.Damoh
OBC,Nai,3116,1.3,55,21,Bundelkhand,GEN,DAMOH,55.Damoh
#N/A,Other,2157,0.9,55,22,Bundelkhand,GEN,DAMOH,55.Damoh
General,Other GEN,2157,0.9,55,23,Bundelkhand,GEN,DAMOH,55.Damoh
OBC,Khati,2157,0.9,55,24,Bundelkhand,GEN,DAMOH,55.Damoh
SC,Chamar,2157,0.9,55,25,Bundelkhand,GEN,DAMOH,55.Damoh
ST,Christian,2157,0.9,55,26,Bundelkhand,GEN,DAMOH,55.Damoh
OBC,Badhai,1438,0.6,55,27,Bundelkhand,GEN,DAMOH,55.Damoh
General,Other GEN,1198,0.5,55,28,Bundelkhand,GEN,DAMOH,55.Damoh
ST,Other ST,1198,0.5,55,29,Bundelkhand,GEN,DAMOH,55.Damoh
General,Kayastha,959,0.4,55,30,Bundelkhand,GEN,DAMOH,55.Damoh
OBC,Muslim,25883,10.8,55,4,Bundelkhand,GEN,DAMOH,55.Damoh
OBC,Muslim,5218,2.3,56,9,Bundelkhand,GEN,DAMOH,56.Jabera
OBC,Lodha,57169,25.2,56,1,Bundelkhand,GEN,DAMOH,56.Jabera
ST,Gond,50817,22.4,56,2,Bundelkhand,GEN,DAMOH,56.Jabera
SC,Chamar,24501,10.8,56,3,Bundelkhand,GEN,DAMOH,56.Jabera
OBC,Yadav,17922,7.9,56,4,Bundelkhand,GEN,DAMOH,56.Jabera
OBC,Kalal,7486,3.3,56,5,Bundelkhand,GEN,DAMOH,56.Jabera
General,Bania,6352,2.8,56,6,Bundelkhand,GEN,DAMOH,56.Jabera
OBC,Kushwah,5218,2.3,56,7,Bundelkhand,GEN,DAMOH,56.Jabera
OBC,Other OBC,5218,2.3,56,8,Bundelkhand,GEN,DAMOH,56.Jabera
SC,Kahar,4764,2.1,56,10,Bundelkhand,GEN,DAMOH,56.Jabera
OBC,Teli,4310,1.9,56,11,Bundelkhand,GEN,DAMOH,56.Jabera
SC,Chamar,4310,1.9,56,12,Bundelkhand,GEN,DAMOH,56.Jabera
General,Brahmin,4310,1.9,56,13,Bundelkhand,GEN,DAMOH,56.Jabera
#N/A,Pradhan,3176,1.4,56,14,Bundelkhand,GEN,DAMOH,56.Jabera
OBC,Lohar,2949,1.3,56,15,Bundelkhand,GEN,DAMOH,56.Jabera
SC,Kumhar,2722,1.2,56,16,Bundelkhand,GEN,DAMOH,56.Jabera
SC,Basor,2042,0.9,56,17,Bundelkhand,GEN,DAMOH,56.Jabera
SC,Dhobi,1588,0.7,56,18,Bundelkhand,GEN,DAMOH,56.Jabera
OBC,Nai,1588,0.7,56,19,Bundelkhand,GEN,DAMOH,56.Jabera
#N/A,Khairwar,1588,0.7,56,20,Bundelkhand,GEN,DAMOH,56.Jabera
ST,Other ST,1588,0.7,56,21,Bundelkhand,GEN,DAMOH,56.Jabera
SC,Valmiki,1588,0.7,56,22,Bundelkhand,GEN,DAMOH,56.Jabera
SC,Other SC,1588,0.7,56,23,Bundelkhand,GEN,DAMOH,56.Jabera
#N/A,Chaurasiya,1134,0.5,56,24,Bundelkhand,GEN,DAMOH,56.Jabera
OBC,Kurmi,1134,0.5,56,25,Bundelkhand,GEN,DAMOH,56.Jabera
ST,Bhuniya,1134,0.5,56,26,Bundelkhand,GEN,DAMOH,56.Jabera
SC,Katik,1134,0.5,56,27,Bundelkhand,GEN,DAMOH,56.Jabera
#N/A,Parihar,1134,0.5,56,28,Bundelkhand,GEN,DAMOH,56.Jabera
General,Rajput,1134,0.5,56,29,Bundelkhand,GEN,DAMOH,56.Jabera
General,Other GEN,1134,0.5,56,30,Bundelkhand,GEN,DAMOH,56.Jabera
OBC,Sonar,681,0.3,56,31,Bundelkhand,GEN,DAMOH,56.Jabera
OBC,Darzi,454,0.2,56,32,Bundelkhand,GEN,DAMOH,56.Jabera
SC,Chamar,32487,13.8,57,1,Bundelkhand,SC,DAMOH,57.Hatta
OBC,Kurmi,29191,12.4,57,2,Bundelkhand,SC,DAMOH,57.Hatta
OBC,Lodha,25896,11,57,3,Bundelkhand,SC,DAMOH,57.Hatta
ST,Gond,20481,8.7,57,4,Bundelkhand,SC,DAMOH,57.Hatta
General,Brahmin,19539,8.3,57,5,Bundelkhand,SC,DAMOH,57.Hatta
OBC,Kushwah,15066,6.4,57,7,Bundelkhand,SC,DAMOH,57.Hatta
OBC,Yadav,12948,5.5,57,8,Bundelkhand,SC,DAMOH,57.Hatta
OBC,Teli,9652,4.1,57,9,Bundelkhand,SC,DAMOH,57.Hatta
General,Rajput,8710,3.7,57,10,Bundelkhand,SC,DAMOH,57.Hatta
General,Bania,7062,3,57,11,Bundelkhand,SC,DAMOH,57.Hatta
SC,Koli,6592,2.8,57,12,Bundelkhand,SC,DAMOH,57.Hatta
OBC,Other OBC,5885,2.5,57,13,Bundelkhand,SC,DAMOH,57.Hatta
#N/A,Athiyar,4237,1.8,57,14,Bundelkhand,SC,DAMOH,57.Hatta
OBC,Lohar,3767,1.6,57,15,Bundelkhand,SC,DAMOH,57.Hatta
OBC,Nai,3296,1.4,57,16,Bundelkhand,SC,DAMOH,57.Hatta
OBC,Banjara,2590,1.1,57,17,Bundelkhand,SC,DAMOH,57.Hatta
SC,Chamar,2119,0.9,57,18,Bundelkhand,SC,DAMOH,57.Hatta
SC,Other SC,2119,0.9,57,19,Bundelkhand,SC,DAMOH,57.Hatta
ST,Other ST,2119,0.9,57,20,Bundelkhand,SC,DAMOH,57.Hatta
OBC,Khati,1648,0.7,57,21,Bundelkhand,SC,DAMOH,57.Hatta
SC,Kumhar,1648,0.7,57,22,Bundelkhand,SC,DAMOH,57.Hatta
General,Other GEN,1648,0.7,57,23,Bundelkhand,SC,DAMOH,57.Hatta
OBC,Muslim,16479,7,57,6,Bundelkhand,SC,DAMOH,57.Hatta
OBC,Lodha,34239,12.7,58,1,Bundelkhand,GEN,PANNA,58.Pawai
SC,Chamar,26690,9.9,58,2,Bundelkhand,GEN,PANNA,58.Pawai
General,Brahmin,26151,9.7,58,3,Bundelkhand,GEN,PANNA,58.Pawai
ST,Gond,25612,9.5,58,4,Bundelkhand,GEN,PANNA,58.Pawai
ST,Gond,16985,6.3,58,5,Bundelkhand,GEN,PANNA,58.Pawai
General,Rajput,13749,5.1,58,7,Bundelkhand,GEN,PANNA,58.Pawai
OBC,Kushwah,12671,4.7,58,8,Bundelkhand,GEN,PANNA,58.Pawai
OBC,Yadav,10784,4,58,9,Bundelkhand,GEN,PANNA,58.Pawai
OBC,Kalal,10784,4,58,10,Bundelkhand,GEN,PANNA,58.Pawai
OBC,Kurmi,9706,3.6,58,11,Bundelkhand,GEN,PANNA,58.Pawai
SC,Koli,9706,3.6,58,12,Bundelkhand,GEN,PANNA,58.Pawai
General,Bania,7549,2.8,58,13,Bundelkhand,GEN,PANNA,58.Pawai
General,Bania,7549,2.8,58,14,Bundelkhand,GEN,PANNA,58.Pawai
SC,Dhimar,6470,2.4,58,15,Bundelkhand,GEN,PANNA,58.Pawai
SC,Kumhar,6470,2.4,58,16,Bundelkhand,GEN,PANNA,58.Pawai
#N/A,,5392,2,58,17,Bundelkhand,GEN,PANNA,58.Pawai
OBC,Badhai,4314,1.6,58,18,Bundelkhand,GEN,PANNA,58.Pawai
OBC,Teli,4314,1.6,58,19,Bundelkhand,GEN,PANNA,58.Pawai
OBC,Other OBC,4314,1.6,58,20,Bundelkhand,GEN,PANNA,58.Pawai
OBC,Nai,3235,1.2,58,21,Bundelkhand,GEN,PANNA,58.Pawai
OBC,Darzi,3235,1.2,58,22,Bundelkhand,GEN,PANNA,58.Pawai
OBC,Lohar,3235,1.2,58,23,Bundelkhand,GEN,PANNA,58.Pawai
SC,Valmiki,3235,1.2,58,24,Bundelkhand,GEN,PANNA,58.Pawai
SC,Bagdi,3235,1.2,58,25,Bundelkhand,GEN,PANNA,58.Pawai
SC,Other SC,2696,1,58,26,Bundelkhand,GEN,PANNA,58.Pawai
#N/A,Gadariya,2157,0.8,58,27,Bundelkhand,GEN,PANNA,58.Pawai
ST,Other ST,2157,0.8,58,28,Bundelkhand,GEN,PANNA,58.Pawai
OBC,Sonar,1078,0.4,58,29,Bundelkhand,GEN,PANNA,58.Pawai
General,Other GEN,1078,0.4,58,30,Bundelkhand,GEN,PANNA,58.Pawai
OBC,Muslim,16985,6.3,58,6,Bundelkhand,GEN,PANNA,58.Pawai
General,Brahmin,38543,17.4,59,1,Bundelkhand,SC,PANNA,59.Gunnour
SC,Chamar,29904,13.5,59,2,Bundelkhand,SC,PANNA,59.Gunnour
OBC,Kushwah,18164,8.2,59,3,Bundelkhand,SC,PANNA,59.Gunnour
OBC,Kurmi,13955,6.3,59,4,Bundelkhand,SC,PANNA,59.Gunnour
ST,Gond,12848,5.8,59,5,Bundelkhand,SC,PANNA,59.Gunnour
OBC,Yadav,9525,4.3,59,6,Bundelkhand,SC,PANNA,59.Gunnour
OBC,Lodha,9082,4.1,59,7,Bundelkhand,SC,PANNA,59.Gunnour
General,Rajput,8639,3.9,59,8,Bundelkhand,SC,PANNA,59.Gunnour
General,Bania,8639,3.9,59,9,Bundelkhand,SC,PANNA,59.Gunnour
SC,Kumhar,7974,3.6,59,11,Bundelkhand,SC,PANNA,59.Gunnour
SC,Dhimar,7531,3.4,59,12,Bundelkhand,SC,PANNA,59.Gunnour
OBC,Badhai,6424,2.9,59,13,Bundelkhand,SC,PANNA,59.Gunnour
SC,Bagdi,6424,2.9,59,14,Bundelkhand,SC,PANNA,59.Gunnour
OBC,Lohar,4209,1.9,59,15,Bundelkhand,SC,PANNA,59.Gunnour
OBC,Other OBC,4209,1.9,59,16,Bundelkhand,SC,PANNA,59.Gunnour
ST,Kol,3544,1.6,59,17,Bundelkhand,SC,PANNA,59.Gunnour
#N/A,Gadariya,3101,1.4,59,18,Bundelkhand,SC,PANNA,59.Gunnour
OBC,Teli,3101,1.4,59,19,Bundelkhand,SC,PANNA,59.Gunnour
SC,Koli,3101,1.4,59,20,Bundelkhand,SC,PANNA,59.Gunnour
ST,Gond,3101,1.4,59,21,Bundelkhand,SC,PANNA,59.Gunnour
SC,Valmiki,2658,1.2,59,22,Bundelkhand,SC,PANNA,59.Gunnour
SC,Other SC,2215,1,59,23,Bundelkhand,SC,PANNA,59.Gunnour
General,Other GEN,1994,0.9,59,24,Bundelkhand,SC,PANNA,59.Gunnour
SC,Other SC,1772,0.8,59,25,Bundelkhand,SC,PANNA,59.Gunnour
OBC,Nai,1551,0.7,59,26,Bundelkhand,SC,PANNA,59.Gunnour
SC,Dhobi,1108,0.5,59,27,Bundelkhand,SC,PANNA,59.Gunnour
OBC,Sonar,1108,0.5,59,28,Bundelkhand,SC,PANNA,59.Gunnour
OBC,Darzi,1108,0.5,59,29,Bundelkhand,SC,PANNA,59.Gunnour
ST,Other ST,1108,0.5,59,30,Bundelkhand,SC,PANNA,59.Gunnour
OBC,Muslim,8639,3.9,59,10,Bundelkhand,SC,PANNA,59.Gunnour
General,Brahmin,34409,14.3,60,2,Bundelkhand,GEN,PANNA,60.Panna
OBC,Lodha,26950,11.2,60,3,Bundelkhand,GEN,PANNA,60.Panna
OBC,Yadav,25746,10.7,60,4,Bundelkhand,GEN,PANNA,60.Panna
SC,Chamar,23581,9.8,60,5,Bundelkhand,GEN,PANNA,60.Panna
ST,Gond,17084,7.1,60,6,Bundelkhand,GEN,PANNA,60.Panna
OBC,Kurmi,8662,3.6,60,8,Bundelkhand,GEN,PANNA,60.Panna
OBC,Kushwah,8662,3.6,60,9,Bundelkhand,GEN,PANNA,60.Panna
General,Rajput,7459,3.1,60,10,Bundelkhand,GEN,PANNA,60.Panna
General,Bania,6497,2.7,60,11,Bundelkhand,GEN,PANNA,60.Panna
SC,Kumhar,6497,2.7,60,12,Bundelkhand,GEN,PANNA,60.Panna
#N/A,,6497,2.7,60,13,Bundelkhand,GEN,PANNA,60.Panna
#N/A,Bengali,5294,2.2,60,14,Bundelkhand,GEN,PANNA,60.Panna
#N/A,Gadariya,5294,2.2,60,15,Bundelkhand,GEN,PANNA,60.Panna
SC,Dhimar,5294,2.2,60,16,Bundelkhand,GEN,PANNA,60.Panna
OBC,Other OBC,5053,2.1,60,17,Bundelkhand,GEN,PANNA,60.Panna
General,Bania,3128,1.3,60,18,Bundelkhand,GEN,PANNA,60.Panna
OBC,Lohar,3128,1.3,60,19,Bundelkhand,GEN,PANNA,60.Panna
SC,Koli,3128,1.3,60,20,Bundelkhand,GEN,PANNA,60.Panna
SC,Other SC,3128,1.3,60,21,Bundelkhand,GEN,PANNA,60.Panna
ST,Other ST,2406,1,60,22,Bundelkhand,GEN,PANNA,60.Panna
General,Kayastha,2166,0.9,60,23,Bundelkhand,GEN,PANNA,60.Panna
OBC,Sonar,2166,0.9,60,24,Bundelkhand,GEN,PANNA,60.Panna
SC,Valmiki,2166,0.9,60,25,Bundelkhand,GEN,PANNA,60.Panna
OBC,Nai,1684,0.7,60,26,Bundelkhand,GEN,PANNA,60.Panna
OBC,Kalal,1684,0.7,60,27,Bundelkhand,GEN,PANNA,60.Panna
General,Other GEN,962,0.4,60,28,Bundelkhand,GEN,PANNA,60.Panna
SC,Other SC,962,0.4,60,29,Bundelkhand,GEN,PANNA,60.Panna
OBC,Muslim,10828,4.5,60,7,Bundelkhand,GEN,PANNA,60.Panna
OBC,Muslim,3110,1.5,61,17,Bagelkhand,GEN,SATNA,61.Chitrakoot
General,Brahmin,51621,24.9,61,1,Bagelkhand,GEN,SATNA,61.Chitrakoot
SC,Chamar,17829,8.6,61,2,Bagelkhand,GEN,SATNA,61.Chitrakoot
OBC,Yadav,15756,7.6,61,3,Bagelkhand,GEN,SATNA,61.Chitrakoot
ST,Kol,14719,7.1,61,4,Bagelkhand,GEN,SATNA,61.Chitrakoot
ST,Gond,12646,6.1,61,5,Bagelkhand,GEN,SATNA,61.Chitrakoot
OBC,Kushwah,10988,5.3,61,6,Bagelkhand,GEN,SATNA,61.Chitrakoot
General,Rajput,9536,4.6,61,7,Bagelkhand,GEN,SATNA,61.Chitrakoot
#N/A,Mawasi,9536,4.6,61,8,Bagelkhand,GEN,SATNA,61.Chitrakoot
General,Bania,8500,4.1,61,9,Bagelkhand,GEN,SATNA,61.Chitrakoot
OBC,Lodha,6427,3.1,61,10,Bagelkhand,GEN,SATNA,61.Chitrakoot
#N/A,,5805,2.8,61,11,Bagelkhand,GEN,SATNA,61.Chitrakoot
OBC,Other OBC,4976,2.4,61,12,Bagelkhand,GEN,SATNA,61.Chitrakoot
SC,Koli,4768,2.3,61,13,Bagelkhand,GEN,SATNA,61.Chitrakoot
OBC,Kurmi,3110,1.5,61,14,Bagelkhand,GEN,SATNA,61.Chitrakoot
SC,Valmiki,3110,1.5,61,15,Bagelkhand,GEN,SATNA,61.Chitrakoot
SC,Kumhar,3110,1.5,61,16,Bagelkhand,GEN,SATNA,61.Chitrakoot
#N/A,Khairwar,2695,1.3,61,18,Bagelkhand,GEN,SATNA,61.Chitrakoot
OBC,Nai,2073,1,61,19,Bagelkhand,GEN,SATNA,61.Chitrakoot
SC,Dhimar,2073,1,61,20,Bagelkhand,GEN,SATNA,61.Chitrakoot
OBC,Lohar,2073,1,61,21,Bagelkhand,GEN,SATNA,61.Chitrakoot
SC,Dhobi,1659,0.8,61,22,Bagelkhand,GEN,SATNA,61.Chitrakoot
OBC,Gadaria,1659,0.8,61,23,Bagelkhand,GEN,SATNA,61.Chitrakoot
OBC,Kalal,1659,0.8,61,24,Bagelkhand,GEN,SATNA,61.Chitrakoot
OBC,Badhai,1451,0.7,61,25,Bagelkhand,GEN,SATNA,61.Chitrakoot
OBC,Teli,1244,0.6,61,26,Bagelkhand,GEN,SATNA,61.Chitrakoot
OBC,Jat,1244,0.6,61,27,Bagelkhand,GEN,SATNA,61.Chitrakoot
SC,Other SC,1244,0.6,61,28,Bagelkhand,GEN,SATNA,61.Chitrakoot
General,Other GEN,1037,0.5,61,29,Bagelkhand,GEN,SATNA,61.Chitrakoot
SC,Kahar,1037,0.5,61,30,Bagelkhand,GEN,SATNA,61.Chitrakoot
ST,Other ST,622,0.3,61,31,Bagelkhand,GEN,SATNA,61.Chitrakoot
OBC,Muslim,6618,3.2,62,10,Bagelkhand,SC,SATNA,62.Raigaon
General,Brahmin,42396,20.5,62,1,Bagelkhand,SC,SATNA,62.Raigaon
SC,Chamar,26472,12.8,62,2,Bagelkhand,SC,SATNA,62.Raigaon
OBC,Kushwah,21302,10.3,62,3,Bagelkhand,SC,SATNA,62.Raigaon
General,Rajput,19027,9.2,62,4,Bagelkhand,SC,SATNA,62.Raigaon
SC,Bagdi,11581,5.6,62,5,Bagelkhand,SC,SATNA,62.Raigaon
ST,Kol,11581,5.6,62,6,Bagelkhand,SC,SATNA,62.Raigaon
OBC,Yadav,8479,4.1,62,7,Bagelkhand,SC,SATNA,62.Raigaon
OBC,Lodha,8479,4.1,62,8,Bagelkhand,SC,SATNA,62.Raigaon
ST,Gond,7445,3.6,62,9,Bagelkhand,SC,SATNA,62.Raigaon
General,Bania,6411,3.1,62,11,Bagelkhand,SC,SATNA,62.Raigaon
OBC,Kurmi,6411,3.1,62,12,Bagelkhand,SC,SATNA,62.Raigaon
OBC,Other OBC,4343,2.1,62,13,Bagelkhand,SC,SATNA,62.Raigaon
OBC,Lohar,3102,1.5,62,14,Bagelkhand,SC,SATNA,62.Raigaon
OBC,Teli,3102,1.5,62,15,Bagelkhand,SC,SATNA,62.Raigaon
SC,Koli,3102,1.5,62,16,Bagelkhand,SC,SATNA,62.Raigaon
SC,Kumhar,3102,1.5,62,17,Bagelkhand,SC,SATNA,62.Raigaon
#N/A,Bengali,2068,1,62,18,Bagelkhand,SC,SATNA,62.Raigaon
OBC,Sonar,2068,1,62,19,Bagelkhand,SC,SATNA,62.Raigaon
SC,Valmiki,2068,1,62,20,Bagelkhand,SC,SATNA,62.Raigaon
#N/A,Mawasi,2068,1,62,21,Bagelkhand,SC,SATNA,62.Raigaon
SC,Other SC,1861,0.9,62,22,Bagelkhand,SC,SATNA,62.Raigaon
General,Other GEN,1034,0.5,62,23,Bagelkhand,SC,SATNA,62.Raigaon
OBC,Nai,1034,0.5,62,24,Bagelkhand,SC,SATNA,62.Raigaon
#N/A,,1034,0.5,62,25,Bagelkhand,SC,SATNA,62.Raigaon
General,Brahmin,49648,20.6,63,1,Bagelkhand,GEN,SATNA,63.Satna
SC,Chamar,19763,8.2,63,2,Bagelkhand,GEN,SATNA,63.Satna
General,Bania,17594,7.3,63,4,Bagelkhand,GEN,SATNA,63.Satna
#N/A,Other,14461,6,63,5,Bagelkhand,GEN,SATNA,63.Satna
General,Rajput,11328,4.7,63,6,Bagelkhand,GEN,SATNA,63.Satna
OBC,Kurmi,11328,4.7,63,7,Bagelkhand,GEN,SATNA,63.Satna
ST,Kol,10363,4.3,63,8,Bagelkhand,GEN,SATNA,63.Satna
OBC,Kushwah,8194,3.4,63,9,Bagelkhand,GEN,SATNA,63.Satna
OBC,Yadav,7230,3,63,10,Bagelkhand,GEN,SATNA,63.Satna
OBC,Sondhia,7230,3,63,11,Bagelkhand,GEN,SATNA,63.Satna
SC,Basor,6266,2.6,63,12,Bagelkhand,GEN,SATNA,63.Satna
#N/A,Cosmopolitans mix,6266,2.6,63,13,Bagelkhand,GEN,SATNA,63.Satna
OBC,Other OBC,5784,2.4,63,14,Bagelkhand,GEN,SATNA,63.Satna
OBC,Sonar,5302,2.2,63,15,Bagelkhand,GEN,SATNA,63.Satna
General,Kayastha,4097,1.7,63,16,Bagelkhand,GEN,SATNA,63.Satna
SC,Valmiki,4097,1.7,63,17,Bagelkhand,GEN,SATNA,63.Satna
SC,Dhimar,3133,1.3,63,18,Bagelkhand,GEN,SATNA,63.Satna
OBC,Nai,3133,1.3,63,19,Bagelkhand,GEN,SATNA,63.Satna
OBC,Lohar,3133,1.3,63,20,Bagelkhand,GEN,SATNA,63.Satna
OBC,Teli,3133,1.3,63,21,Bagelkhand,GEN,SATNA,63.Satna
General,Other GEN,2169,0.9,63,22,Bagelkhand,GEN,SATNA,63.Satna
SC,Kumhar,2169,0.9,63,23,Bagelkhand,GEN,SATNA,63.Satna
OBC,Darzi,1446,0.6,63,24,Bagelkhand,GEN,SATNA,63.Satna
OBC,Kalal,1446,0.6,63,25,Bagelkhand,GEN,SATNA,63.Satna
SC,Koli,1446,0.6,63,26,Bagelkhand,GEN,SATNA,63.Satna
SC,Other SC,1446,0.6,63,27,Bagelkhand,GEN,SATNA,63.Satna
General,Other GEN,1205,0.5,63,28,Bagelkhand,GEN,SATNA,63.Satna
General,Bania,964,0.4,63,29,Bagelkhand,GEN,SATNA,63.Satna
General,Bania,964,0.4,63,30,Bagelkhand,GEN,SATNA,63.Satna
#N/A,Other,964,0.4,63,31,Bagelkhand,GEN,SATNA,63.Satna
OBC,Badhai,964,0.4,63,32,Bagelkhand,GEN,SATNA,63.Satna
